id,code,name,presentation,supplier,category,wholesalePrice,active,requiresReview,sourcePage,reviewNote
pdf-04-016,P0074,Three Cats Super Premium Gato,10 kg,DISTRICO,Gatos,2100,True,False,4,
pdf-04-017,P0075,Three Cats Super Premium Gato,15 kg,DISTRICO,Gatos,2870,True,False,4,
pdf-04-018,P0076,Three Dog Super Premium Adulto Mediano y Grande,17 kg,DISTRICO,Perros,2300,True,False,4,
pdf-04-019,P0077,Three Dog Super Premium Adulto Razas Pequeñas,17 kg,DISTRICO,Perros,2500,True,False,4,
pdf-04-020,P0078,Three Dog Super Premium Cachorro Mediano y Grande,17 kg,DISTRICO,Perros,2400,True,False,4,
pdf-04-021,P0079,Three Dog Super Premium Senior Mediano y Grande,17 kg,DISTRICO,Perros,2400,True,False,4,
pdf-04-022,P0080,Three Dog Super Premium Adulto,10 kg,DISTRICO,Perros,1760,True,False,4,
pdf-04-023,P0081,Three Dog Super Premium Cachorro,10 kg,DISTRICO,Perros,1760,True,False,4,
pdf-04-024,P0082,Gran Plus Perro Adulto Mediano y Grande,20 kg,DISTRICO,Perros,2030,True,False,4,
pdf-04-025,P0083,Gran Plus Perro Adulto Razas Pequeñas,15 kg,DISTRICO,Perros,1760,True,False,4,
pdf-04-026,P0084,Gran Plus Gato,10 kg,DISTRICO,Gatos,1560,True,False,4,
pdf-04-027,P0085,Gran Plus Gourmet Perro,15 kg,DISTRICO,Perros,2100,True,False,4,
pdf-04-028,P0086,Gran Plus Gourmet Gato,10 kg,DISTRICO,Gatos,1630,True,False,4,
pdf-05-001,P0087,Wits Perro,8 kg,AGROFEED,Perros,355,True,False,5,
pdf-05-002,P0088,Wits Perro,25 kg,AGROFEED,Perros,945,True,False,5,
pdf-05-003,P0089,Wits Cachorro,25 kg,AGROFEED,Perros,1180,True,False,5,
pdf-05-004,P0090,Wits Cachorro,8kg,AGROFEED,Perros,480,True,False,5,
pdf-05-005,P0091,Wits Gato Castrado,8 kg,AGROFEED,Gatos,650,True,False,5,
pdf-05-006,P0092,Wits Gato,8 kg,AGROFEED,Gatos,630,True,False,5,
pdf-05-007,P0093,Wits Gato,25 kg,AGROFEED,Gatos,1765,True,False,5,
pdf-05-008,P0094,Toky,7 kg,AGROFEED,Otros,300,True,False,5,
pdf-05-009,P0095,Toky,25 kg,AGROFEED,Otros,820,True,False,5,
pdf-05-010,P0096,Lager Perro,10 kg,AGROFEED,Perros,780,True,False,5,
pdf-05-011,P0097,Lager Perro,25 kg,AGROFEED,Perros,1470,True,False,5,
pdf-05-012,P0098,Lager Senior,22 kg,AGROFEED,Otros,1470,True,False,5,
pdf-05-013,P0099,Lager Senior,10 kg,AGROFEED,Otros,780,True,False,5,
pdf-05-014,P0100,Lager Perro Razas Pequeñas,10 kg,AGROFEED,Perros,880,True,False,5,
pdf-05-015,P0101,Lager Cachorro,10 kg,AGROFEED,Perros,880,True,False,5,
pdf-05-016,P0102,Lager Cachorro,22 kg,AGROFEED,Perros,1790,True,False,5,
pdf-05-017,P0103,Lager Gato,10 kg,AGROFEED,Gatos,1000,True,False,5,
pdf-05-018,P0104,Lager Gato,22 kg,AGROFEED,Gatos,2050,True,False,5,
pdf-05-019,P0105,Lager Gato Castrado,10 kg,AGROFEED,Gatos,1080,True,False,5,
pdf-05-020,P0106,Lager Gato Castrado,22 kg,AGROFEED,Gatos,2150,True,False,5,
pdf-05-021,P0107,Maxine Perro Adulto,25 kg,AGROFEED,Perros,1900,True,False,5,
pdf-05-022,P0108,Maxine Perro Adulto,21 kg,AGROFEED,Perros,1740,True,False,5,
pdf-05-023,P0109,Maxine Raza Pequeña,"7,5 kg",AGROFEED,Otros,890,True,False,5,
pdf-05-024,P0110,Maxine Raza Pequeña,21 kg,AGROFEED,Otros,2250,True,False,5,
pdf-05-025,P0111,Maxine Gato Premium,"7,5 kg",AGROFEED,Gatos,970,True,False,5,
pdf-05-026,P0112,Connie Gato,8 kg,AGROFEED,Gatos,735,True,False,5,
pdf-05-027,P0113,Connie Gato,22 kg,AGROFEED,Gatos,1890,True,False,5,
pdf-05-028,P0114,Connie Perro,8 kg,AGROFEED,Perros,550,True,False,5,
pdf-05-029,P0115,Connie Perro,22 kg,AGROFEED,Perros,1250,True,False,5,
pdf-06-001,P0116,CAT CHOW Adulto Pescado,15 kg,PURINA,Gatos,2790,True,False,6,
pdf-06-002,P0117,DOG CHOW Gran Comienzo Puppy,21 kg,PURINA,Perros,2790,True,False,6,
pdf-06-003,P0118,DOG CHOW Adulto Razas Pequeñas,8 kg,PURINA,Perros,1090,True,False,6,
pdf-06-004,P0119,DOG CHOW Adulto Razas Pequeñas,21 kg,PURINA,Perros,2550,True,False,6,
pdf-06-005,P0120,DOG CHOW Adulto,21 kg,PURINA,Perros,2550,True,False,6,
pdf-06-006,P0121,DOG CHOW Edad Madura,8 kg,PURINA,Perros,1220,True,False,6,
pdf-06-007,P0122,DOG CHOW Edad Madura,21 kg,PURINA,Perros,2820,True,False,6,
pdf-06-008,P0123,CAT CHOW Adulto Carne Pollo,8 kg,PURINA,Gatos,1590,True,False,6,
pdf-06-009,P0124,CAT CHOW Adulto Carne Pollo,15 kg,PURINA,Gatos,2790,True,False,6,
pdf-06-010,P0125,DOGUI Cachorro,21 kg,PURINA,Perros,2190,True,False,6,
pdf-06-011,P0126,DOGUI Adulto Carne y Cereales,21 kg,PURINA,Perros,1890,True,False,6,
pdf-06-012,P0127,PRO PLAN Urinary Cat,15 kg,PURINA,Gatos,5550,True,False,6,
pdf-06-013,P0128,CAT CHOW Gatitos Pescado/Carne/Veg,15 kg,PURINA,Gatos,2920,True,False,6,
pdf-06-014,P0129,PRO PLAN Urinary Cat,7.5 kg,PURINA,Gatos,2950,True,False,6,
pdf-06-015,P0130,GATI Carne y Pollo,15 kg,PURINA,Gatos,2090,True,False,6,
pdf-06-016,P0131,DOG CHOW Adulto Pollo,15x100g,PURINA,Perros,650,True,False,6,
pdf-06-017,P0132,DOG CHOW Cachorro Carne,15x100g,PURINA,Perros,650,True,False,6,
pdf-06-018,P0133,CAT CHOW Adultos Carne,15x85g,PURINA,Gatos,650,True,False,6,
pdf-06-019,P0134,CAT CHOW Adultos Pescado,15x85g,PURINA,Gatos,650,True,False,6,
pdf-06-020,P0135,CAT CHOW Adultos Pollo,15x85g,PURINA,Gatos,650,True,False,6,
pdf-06-021,P0136,FELIX Classic Gatitos Pescado,15x85g,PURINA,Gatos,590,True,False,6,
pdf-06-022,P0137,FELIX Sabor Atún,15x85g,PURINA,Gatos,590,True,False,6,
pdf-07-001,P0138,Prot 21 Adulto,8 kg,NEGLEY,Perros,390,True,False,7,
pdf-07-002,P0139,Prot 21 Adulto,15 kg,NEGLEY,Perros,720,True,False,7,
pdf-07-003,P0140,Prot 21 Adulto,25 kg,NEGLEY,Perros,1100,True,False,7,
pdf-07-004,P0141,Prot 27 Cachorro,5 kg,NEGLEY,Perros,370,True,False,7,
pdf-07-005,P0142,Prot 27 Cachorro,15 kg,NEGLEY,Perros,900,True,False,7,
pdf-07-006,P0143,Prot Cat,8 kg,NEGLEY,Gatos,580,True,False,7,
pdf-07-007,P0144,Prot Cat,20 kg,NEGLEY,Gatos,1270,True,False,7,
pdf-07-008,P0145,Prot Cat Castrados,5 kg,NEGLEY,Gatos,450,True,False,7,
pdf-07-009,P0146,Prot Adulto Razas Pequeñas,5 kg,NEGLEY,Perros,370,True,False,7,
pdf-07-010,P0147,Fridy Adulto,7 kg,NEGLEY,Perros,250,True,False,7,
pdf-07-011,P0148,Ny Dog,7 kg,NEGLEY,Perros,270,True,False,7,
pdf-07-012,P0149,Ny Dog,20 kg,NEGLEY,Perros,620,True,False,7,
pdf-07-013,P0150,7 Vidas,5 kg,NEGLEY,Otros,320,True,False,7,
pdf-07-014,P0151,Sushi Cat,7 kg,NEGLEY,Gatos,380,True,False,7,
pdf-07-015,P0152,Hiprot Dog,7 kg,NEGLEY,Perros,310,True,False,7,
pdf-07-016,P0153,Hiprot Dog,20 kg,NEGLEY,Perros,920,True,False,7,
pdf-07-017,P0154,Hiprot Dog Combo,20 kg + 7 kg,NEGLEY,Perros,1180,True,False,7,
pdf-08-001,P0155,Nutrican Adulto,8 kg,CAMPERA,Perros,550,True,False,8,
pdf-08-002,P0156,Nutrican Adulto,22 kg,CAMPERA,Perros,1450,True,False,8,
pdf-08-003,P0157,Nutrican Cordero,20 kg,CAMPERA,Perros,1950,True,False,8,
pdf-08-004,P0158,Pluscan Adulto,8 kg,CAMPERA,Perros,420,True,False,8,
pdf-08-005,P0159,Pluscan Adulto,22 kg,CAMPERA,Perros,1180,True,False,8,
pdf-08-006,P0160,Bark Adulto,8 kg,CAMPERA,Perros,380,True,False,8,
pdf-08-007,P0161,Bark Adulto,25 kg,CAMPERA,Perros,880,True,False,8,
pdf-09-001,P0162,Natural Dog Adulto,7 kg,NUTRAPET,Perros,650,True,False,9,
pdf-09-002,P0163,Natural Dog Adulto,22 kg,NUTRAPET,Perros,1780,True,False,9,
pdf-09-003,P0164,Natural Dog Cachorro,7 kg,NUTRAPET,Perros,750,True,False,9,
pdf-09-004,P0165,Natural Dog Cachorro,14 kg,NUTRAPET,Perros,1550,True,False,9,
pdf-09-005,P0166,Keller Adulto,7 kg,NUTRAPET,Perros,395,True,False,9,
pdf-09-006,P0167,Keller Adulto,22 kg,NUTRAPET,Perros,1145,True,False,9,
pdf-09-007,P0168,Keller Cachorro,7 kg,NUTRAPET,Perros,420,True,False,9,
pdf-09-008,P0169,The Golden Choice Adulto,18 kg,NUTRAPET,Perros,2200,True,False,9,
pdf-09-009,P0170,Rex Adulto,7 kg,NUTRAPET,Perros,310,True,False,9,
pdf-09-010,P0171,Rex Adulto,25 kg,NUTRAPET,Perros,940,True,False,9,
pdf-09-011,P0172,Smart Adulto,22 kg,NUTRAPET,Perros,1170,True,False,9,
pdf-09-012,P0173,Rusty Adulto,7 kg,NUTRAPET,Perros,370,True,False,9,
pdf-09-013,P0174,Rusty Adulto,22 kg,NUTRAPET,Perros,1150,True,False,9,
pdf-09-014,P0175,Combo Rusty Adulto,20 kg + 7 kg,NUTRAPET,Perros,1450,True,False,9,
pdf-10-001,P0176,Monello Adulto,15 kg + 2 kg,NUTRIRE,Perros,1880,True,False,10,
pdf-10-002,P0177,Monello Adulto Razas Pequeñas,15 kg + 2 kg,NUTRIRE,Perros,2080,True,False,10,
pdf-10-003,P0178,Monello Gato Castrado,"10,1 kg",NUTRIRE,Gatos,1690,True,False,10,
pdf-10-004,P0179,Monello Gato Adulto,7 kg,NUTRIRE,Gatos,1170,True,False,10,
pdf-11-001,P0180,Equilibrio Adulto Carne Razas Medianas,18 kg,SADENIR S.A,Perros,2250,True,False,11,
pdf-11-002,P0181,Equilibrio Adulto Pollo Active,18 kg,SADENIR S.A,Perros,2650,True,False,11,
pdf-11-003,P0182,Equilibrio Adulto Razas Pequeñas,"7,5 kg",SADENIR S.A,Perros,1590,True,False,11,
pdf-11-004,P0183,Equilibrio Cachorro,18 kg,SADENIR S.A,Perros,2800,True,False,11,
pdf-11-005,P0184,Equilibrio Cachorro Razas Pequeñas,"7,5 kg",SADENIR S.A,Perros,1690,True,False,11,
pdf-11-006,P0185,Equilibrio Gato Adulto,"7,5 kg",SADENIR S.A,Gatos,1690,True,False,11,
pdf-11-007,P0186,Equilibrio Gato Filhote,"7,5 kg",SADENIR S.A,Gatos,1790,True,False,11,
pdf-11-008,P0187,Equilibrio Gato Castrado,"7,5 kg",SADENIR S.A,Gatos,1790,True,False,11,
pdf-11-009,P0188,Max Buffet Adulto,22 kg,SADENIR S.A,Perros,2250,True,False,11,
pdf-11-010,P0189,Max Desempeño,20 kg,SADENIR S.A,Otros,2100,True,False,11,
pdf-11-011,P0190,Max Filhote Pollo,22 kg,SADENIR S.A,Otros,2450,True,False,11,
pdf-11-012,P0191,Nero Adulto Carne,25 kg,SADENIR S.A,Perros,1480,True,False,11,
pdf-11-013,P0192,Nero Adulto Frescao,20 kg,SADENIR S.A,Perros,1550,True,False,11,
pdf-11-014,P0193,Nero Gato,20 kg,SADENIR S.A,Gatos,2100,True,False,11,
pdf-12-001,P0194,Kongo Gold Adulto,21 kg + 3 kg,KONGO,Perros,2238,True,False,12,
pdf-12-002,P0195,Kongo Tradicional Adulto,21 kg + 3 kg,KONGO,Perros,1628,True,False,12,
pdf-13-001,P0196,Matisse Gato Salmón y Arroz,"7,5 kg",MATISSE,Semillas,1650,True,False,13,
pdf-13-002,P0197,Matisse Gato Filhote,"7,5 kg",MATISSE,Gatos,1650,True,False,13,
pdf-13-003,P0198,Matisse Gato Castrado Pollo,"7,5 kg",MATISSE,Gatos,1617,True,False,13,
pdf-13-004,P0199,Matisse Gato Pollo y Arroz,"7,5 kg",MATISSE,Semillas,1550,True,False,13,
pdf-13-005,P0200,Matisse Gato Castrado Salmón,"7,5 kg",MATISSE,Gatos,1655,True,False,13,
pdf-14-001,P0201,Pedigree Adulto Carne,8 kg,PEDIGREE,Perros,,True,True,14,
pdf-14-002,P0202,Pedigree Adulto Carne,21 kg,PEDIGREE,Perros,2250,True,False,14,
pdf-14-003,P0203,Pedigree Adulto Carne y Vegetales,21 kg,PEDIGREE,Perros,2250,True,False,14,
pdf-14-004,P0204,Pedigree Adulto Razas Pequeñas,8 kg,PEDIGREE,Perros,,True,True,14,
pdf-14-005,P0205,Pedigree Adulto Razas Pequeñas,21 kg,PEDIGREE,Perros,2290,True,False,14,
pdf-14-006,P0206,Pedigree Adulto Senior,8 kg,PEDIGREE,Perros,,True,True,14,
pdf-14-007,P0207,Pedigree Adulto Senior,21 kg,PEDIGREE,Perros,2290,True,False,14,
pdf-14-008,P0208,Pedigree Cachorro,8 kg,PEDIGREE,Perros,,True,True,14,
pdf-14-009,P0209,Pedigree Cachorro,21 kg,PEDIGREE,Perros,2350,True,False,14,
pdf-14-010,P0210,Pedigree Cachorro Sobres,85 g Caja 12 U,PEDIGREE,Perros,,True,True,14,
pdf-14-011,P0211,Pedigree Razas Pequeñas Carne Sobres,100 g Caja 12 U,PEDIGREE,Otros,,True,True,14,
pdf-14-012,P0212,Pedigree Adulto Carne Sobres,100 g Caja 12 U,PEDIGREE,Perros,,True,True,14,
pdf-14-013,P0213,Pedigree Adulto Pollo Sobres,100 g Caja 12 U,PEDIGREE,Perros,,True,True,14,
pdf-14-014,P0214,Pedigree Adulto +7 Años Sobres,100 g Caja 12 U,PEDIGREE,Perros,,True,True,14,
pdf-14-015,P0215,Whiskas Carne en Salsa,85 g Caja 12 U,PEDIGREE,Gatos,,True,True,14,
pdf-14-016,P0216,Whiskas Pavo en Salsa,85 g Caja 12 U,PEDIGREE,Gatos,,True,True,14,
pdf-14-017,P0217,Whiskas Salmón en Salsa,85 g Caja 12 U,PEDIGREE,Gatos,,True,True,14,
pdf-14-018,P0218,Whiskas Pollo en Salsa,85 g Caja 12 U,PEDIGREE,Gatos,,True,True,14,
pdf-14-019,P0219,Whiskas Pescado Souffle,85 g Caja 12 U,PEDIGREE,Gatos,,True,True,14,
pdf-14-020,P0220,Whiskas Carne,10 kg,PEDIGREE,Gatos,1657,True,False,14,
pdf-14-021,P0221,Whiskas Atún,10 kg,PEDIGREE,Gatos,1657,True,False,14,
pdf-14-022,P0222,Whiskas Pollo,10 kg,PEDIGREE,Gatos,1657,True,False,14,
pdf-15-001,P0223,Canfeed Perro Lb Adulto,17 kg,CanFeed,Perros,2386,True,False,15,
pdf-15-002,P0224,Canfeed Adulto Sb,"7,5 kg",CanFeed,Perros,1472,True,False,15,
pdf-15-003,P0225,Canfeed Perro Adulto Promo,18 kg,CanFeed,Perros,2386,True,False,15,
pdf-15-004,P0226,Canfeed Perro Lb Cachorro,17 kg,CanFeed,Perros,2637,True,False,15,
pdf-15-005,P0227,Canfeed Perro Cachorro,18 kg,CanFeed,Perros,2637,True,False,15,
pdf-15-006,P0228,Canfeed Perro Light,15 kg,CanFeed,Perros,2511,True,False,15,
pdf-15-007,P0229,Canfeed Perro Light,3 kg,CanFeed,Perros,853,True,False,15,
pdf-15-008,P0230,IronPet Perros Adultos 20+3,Unidad,CanFeed,Perros,1600,True,False,15,
pdf-15-009,P0231,Snaks Palitos Blancos,1 kg,CanFeed,Accesorios,252,True,False,15,
pdf-15-010,P0232,Snaks Palitos De Colores,1 kg,CanFeed,Accesorios,252,True,False,15,
pdf-15-011,P0233,Snaks Palitos Sabor Panceta,1 kg,CanFeed,Accesorios,252,True,False,15,
pdf-15-012,P0234,Orejas Vacas,1 kg,CanFeed,Accesorios,490,True,False,15,
pdf-15-013,P0235,Huesos Chicos 3-4,x20 unidades,CanFeed,Accesorios,500,True,False,15,
pdf-15-014,P0236,Huesos Medianos 6-7,x10 unidades,CanFeed,Accesorios,700,True,False,15,
pdf-15-015,P0237,Huesos Grandes 8-9,x5 unidades,CanFeed,Accesorios,640,True,False,15,
pdf-16-001,P0238,Vitalcan Premium Cordero,20 kg,Página 16,Perros,2140,True,False,16,
pdf-16-002,P0239,Vitalcan Premium Cordero,7.5 kg,Página 16,Perros,1080,True,False,16,
pdf-16-003,P0240,Vitalcan Gato Premium salmon,7.5 kg,Página 16,Gatos,1050,True,False,16,
pdf-16-004,P0241,Vitalcan Gato Premium urinaria,7.5 kg,Página 16,Gatos,1080,True,False,16,
pdf-17-001,P0242,Palipet Perro Adulto,25 kg,Grinor S.A,Perros,890,True,False,17,
pdf-17-002,P0243,Palipet Perro Adulto,8.5 kg,Grinor S.A,Perros,330,True,False,17,
pdf-17-003,P0244,Combo Perro Adulto,"25 + 8,5 kg",Grinor S.A,Perros,1150,True,False,17,
pdf-17-004,P0245,Palipet Gato Adulto,15+3k kg,Grinor S.A,Gatos,1250,True,False,17,
pdf-17-005,P0246,Palipet Gato Adulto,25 kg,Grinor S.A,Gatos,1500,True,False,17,
pdf-17-006,P0247,Palipet Gato Adulto,5 kg,Grinor S.A,Gatos,350,True,False,17,
pdf-17-007,P0248,Palipet Gato Castrado,5 kg,Grinor S.A,Gatos,370,True,False,17,
pdf-18-001,P0249,Performance,22kg + 2kg gratis,Otras Raciones,Otros,990,True,False,18,
pdf-18-002,P0250,Funcional,22kg,Otras Raciones,Otros,1550,True,False,18,
pdf-18-003,P0251,Bocao,25kg,Otras Raciones,Otros,1150,True,False,18,
pdf-18-004,P0252,Bocao Premium,25 kg,Otras Raciones,Otros,1550,True,False,18,
pdf-18-005,P0253,Mik Dog,25kg,Otras Raciones,Perros,770,True,False,18,
pdf-18-006,P0254,Mik Dog,7kg,Otras Raciones,Perros,235,True,False,18,
pdf-18-007,P0255,Bolt,15kg,Otras Raciones,Otros,750,True,False,18,
pdf-18-008,P0256,Bolt,7kg,Otras Raciones,Otros,350,True,False,18,
pdf-18-009,P0257,Fortachón,25kg,Otras Raciones,Otros,930,True,False,18,
pdf-18-010,P0258,Fortachón,8kg,Otras Raciones,Otros,330,True,False,18,
pdf-19-001,P0259,Racion Iniciador San Jose,25 kg,SEMILLAS,Semillas,550,True,False,19,
pdf-19-002,P0260,Racion Iniciador Rimart,25 kg,SEMILLAS,Semillas,650,True,False,19,
pdf-19-003,P0261,Ración Ponedora Fina,25 kg,SEMILLAS,Semillas,570,True,False,19,
pdf-19-004,P0262,Ración Ponedora Granulada,25 kg,SEMILLAS,Semillas,570,True,False,19,
pdf-19-005,P0263,Ración Engorde,25 kg,SEMILLAS,Semillas,570,True,False,19,
pdf-19-006,P0264,Ración Para Conejo,25 kg,SEMILLAS,Semillas,570,True,False,19,
pdf-19-007,P0265,Maíz Entero,25 kg,SEMILLAS,Semillas,425,True,False,19,
pdf-19-008,P0266,Maíz Quebrado,25 kg,SEMILLAS,Semillas,450,True,False,19,
pdf-19-009,P0267,Ración Margata,25 kg,SEMILLAS,Semillas,595,True,False,19,
pdf-19-010,P0268,Arroz Medio Grano,25 kg,SEMILLAS,Semillas,550,True,False,19,
pdf-19-011,P0269,Arroz Grano Entero,25 kg,SEMILLAS,Semillas,590,True,False,19,
pdf-19-012,P0270,Ración Canario,25 kg,SEMILLAS,Semillas,2041,True,False,19,
pdf-19-013,P0271,Ración Monte,25 kg,SEMILLAS,Semillas,1792,True,False,19,
pdf-19-014,P0272,Alpiste,25 kg,SEMILLAS,Semillas,1809,True,False,19,
pdf-19-015,P0273,Iniciador Cerdo,25 kg,SEMILLAS,Semillas,790,True,False,19,
